"","partido_sigla","partido","partido_id","coligacao_id","uf"
"708","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,130000050541,"MG"
"709","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,130000050091,"MG"
"710","DEM","DEMOCRATAS",25,130000050353,"MG"
"711","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,130000050541,"MG"
"712","PATRIOTA","PATRIOTA",51,130000050269,"MG"
"713","PC do B","PARTIDO COMUNISTA DO BRASIL",65,130000050471,"MG"
"714","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,130000050539,"MG"
"715","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,130000050538,"MG"
"716","PSC","PARTIDO SOCIAL CRISTÃO",20,130000050297,"MG"
"717","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,130000050730,"MG"
"718","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,130000050091,"MG"
"719","NOVO","PARTIDO NOVO",30,130000050025,"MG"
"720","DC","DEMOCRACIA CRISTÃ",27,130000050417,"MG"
"721","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,130000050732,"MG"
"722","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,130000050728,"MG"
"723","PMB","PARTIDO DA MULHER BRASILEIRA",35,130000050269,"MG"
"724","PSC","PARTIDO SOCIAL CRISTÃO",20,130000050328,"MG"
"725","SOLIDARIEDADE","SOLIDARIEDADE",77,130000050355,"MG"
"726","PPL","PARTIDO PÁTRIA LIVRE",54,130000050766,"MG"
"727","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,130000050468,"MG"
"728","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,130000050734,"MG"
"729","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,130000050297,"MG"
"730","PV","PARTIDO VERDE",43,130000050541,"MG"
"731","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,130000050129,"MG"
"732","PTC","PARTIDO TRABALHISTA CRISTÃO",36,130000050269,"MG"
"733","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,130000050297,"MG"
"734","PPL","PARTIDO PÁTRIA LIVRE",54,130000050760,"MG"
"735","PCO","PARTIDO DA CAUSA OPERÁRIA",29,130000050459,"MG"
"736","SOLIDARIEDADE","SOLIDARIEDADE",77,130000050169,"MG"
"737","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,130000050539,"MG"
"738","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,130000050353,"MG"
"739","PV","PARTIDO VERDE",43,130000050539,"MG"
"740","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,130000050539,"MG"
"741","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,130000050585,"MG"
"742","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,130000050355,"MG"
"743","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,130000050355,"MG"
"744","PPS","PARTIDO POPULAR SOCIALISTA",23,130000050353,"MG"
"745","PT","PARTIDO DOS TRABALHADORES",13,130000050732,"MG"
"746","PR","PARTIDO DA REPÚBLICA",22,130000050734,"MG"
"747","PPL","PARTIDO PÁTRIA LIVRE",54,130000050730,"MG"
"748","PCB","PARTIDO COMUNISTA BRASILEIRO",21,130000050181,"MG"
"749","REDE","REDE SUSTENTABILIDADE",18,130000050664,"MG"
"750","PODE","PODEMOS",19,130000050541,"MG"
"751","PP","PROGRESSISTAS",11,130000050355,"MG"
"752","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,130000050541,"MG"
"753","PODE","PODEMOS",19,130000050653,"MG"
"754","PPS","PARTIDO POPULAR SOCIALISTA",23,130000050355,"MG"
"755","DEM","DEMOCRATAS",25,130000050355,"MG"
"756","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,130000050726,"MG"
"757","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,130000050539,"MG"
"758","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,130000050682,"MG"
"759","PP","PROGRESSISTAS",11,130000050353,"MG"
"760","PC do B","PARTIDO COMUNISTA DO BRASIL",65,130000050732,"MG"
"761","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,130000050541,"MG"
"762","PR","PARTIDO DA REPÚBLICA",22,130000050732,"MG"
"763","PT","PARTIDO DOS TRABALHADORES",13,130000050731,"MG"
"764","DEM","DEMOCRATAS",25,130000050129,"MG"
"765","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,130000050682,"MG"
"766","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,130000050129,"MG"
"767","DC","DEMOCRACIA CRISTÃ",27,130000050732,"MG"
"768","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,130000050333,"MG"
"769","PC do B","PARTIDO COMUNISTA DO BRASIL",65,130000050731,"MG"
"770","PV","PARTIDO VERDE",43,130000050682,"MG"
"771","SOLIDARIEDADE","SOLIDARIEDADE",77,130000050129,"MG"
"772","PP","PROGRESSISTAS",11,130000050129,"MG"
"773","PPS","PARTIDO POPULAR SOCIALISTA",23,130000050129,"MG"
"774","PTC","PARTIDO TRABALHISTA CRISTÃO",36,120000050666,"MS"
"775","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,120000050412,"MS"
"776","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,120000050106,"MS"
"777","PT","PARTIDO DOS TRABALHADORES",13,120000050524,"MS"
"778","PC do B","PARTIDO COMUNISTA DO BRASIL",65,120000050158,"MS"
"779","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,120000050406,"MS"
"780","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,120000050345,"MS"
"781","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,120000050696,"MS"
"782","PATRIOTA","PATRIOTA",51,120000050477,"MS"
"783","SOLIDARIEDADE","SOLIDARIEDADE",77,120000050406,"MS"
"784","PV","PARTIDO VERDE",43,120000050158,"MS"
"785","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,120000050533,"MS"
"786","PPL","PARTIDO PÁTRIA LIVRE",54,120000050756,"MS"
"787","PSL","PARTIDO SOCIAL LIBERAL",17,120000050412,"MS"
"788","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,120000050477,"MS"
"789","PODE","PODEMOS",19,120000050551,"MS"
"790","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,120000050357,"MS"
"791","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,120000050106,"MS"
"792","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,120000050061,"MS"
"793","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,120000050697,"MS"
"794","PODE","PODEMOS",19,120000050105,"MS"
"795","PP","PROGRESSISTAS",11,120000050406,"MS"
"796","PSC","PARTIDO SOCIAL CRISTÃO",20,120000050666,"MS"
"797","PR","PARTIDO DA REPÚBLICA",22,120000050667,"MS"
"798","PSC","PARTIDO SOCIAL CRISTÃO",20,120000050667,"MS"
"799","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,120000050665,"MS"
"800","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,120000050105,"MS"
"801","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,120000050477,"MS"
"802","PSL","PARTIDO SOCIAL LIBERAL",17,120000050406,"MS"
"803","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,120000050406,"MS"
"804","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,120000050533,"MS"
"805","PP","PROGRESSISTAS",11,120000050357,"MS"
"806","AVANTE","AVANTE",70,120000050477,"MS"
"807","DEM","DEMOCRATAS",25,120000050184,"MS"
"808","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,120000050695,"MS"
"809","PSL","PARTIDO SOCIAL LIBERAL",17,120000050633,"MS"
"810","NOVO","PARTIDO NOVO",30,120000050010,"MS"
"811","REDE","REDE SUSTENTABILIDADE",18,120000050158,"MS"
"812","PCO","PARTIDO DA CAUSA OPERÁRIA",29,120000050502,"MS"
"813","PTC","PARTIDO TRABALHISTA CRISTÃO",36,120000050668,"MS"
"814","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,120000050697,"MS"
"815","DC","DEMOCRACIA CRISTÃ",27,120000050667,"MS"
"816","DC","DEMOCRACIA CRISTÃ",27,120000050666,"MS"
"817","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,120000050666,"MS"
"818","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,120000050412,"MS"
"819","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,120000050105,"MS"
"820","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,120000050357,"MS"
"821","SOLIDARIEDADE","SOLIDARIEDADE",77,120000050412,"MS"
"822","PSC","PARTIDO SOCIAL CRISTÃO",20,120000050744,"MS"
"823","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,120000050667,"MS"
"824","DEM","DEMOCRATAS",25,120000050357,"MS"
"825","PODE","PODEMOS",19,120000050061,"MS"
"826","PR","PARTIDO DA REPÚBLICA",22,120000050666,"MS"
"827","PPS","PARTIDO POPULAR SOCIALISTA",23,120000050406,"MS"
"828","PATRIOTA","PATRIOTA",51,120000050357,"MS"
"829","PMB","PARTIDO DA MULHER BRASILEIRA",35,120000050406,"MS"
"830","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,120000050412,"MS"
"831","DEM","DEMOCRATAS",25,120000050533,"MS"
"832","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,120000050061,"MS"
"833","PPS","PARTIDO POPULAR SOCIALISTA",23,120000050412,"MS"
"834","PMB","PARTIDO DA MULHER BRASILEIRA",35,120000050098,"MS"
"835","PMB","PARTIDO DA MULHER BRASILEIRA",35,120000050357,"MS"
"836","AVANTE","AVANTE",70,120000050412,"MS"
"837","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,120000050184,"MS"
"838","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,120000050412,"MS"
"839","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,120000050666,"MS"
"840","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,120000050184,"MS"
"841","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,120000050667,"MS"
"842","PTC","PARTIDO TRABALHISTA CRISTÃO",36,120000050667,"MS"
"843","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,120000050184,"MS"
"844","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,120000050184,"MS"
"845","SOLIDARIEDADE","SOLIDARIEDADE",77,110000050564,"MT"
"846","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,110000050564,"MT"
"847","PPS","PARTIDO POPULAR SOCIALISTA",23,110000050341,"MT"
"848","DEM","DEMOCRATAS",25,110000050624,"MT"
"849","PSL","PARTIDO SOCIAL LIBERAL",17,110000050248,"MT"
"850","PV","PARTIDO VERDE",43,110000050389,"MT"
"851","AVANTE","AVANTE",70,110000050860,"MT"
"852","DEM","DEMOCRATAS",25,110000050597,"MT"
"853","PC do B","PARTIDO COMUNISTA DO BRASIL",65,110000050652,"MT"
"854","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,110000050389,"MT"
"855","PP","PROGRESSISTAS",11,110000050370,"MT"
"856","PPS","PARTIDO POPULAR SOCIALISTA",23,110000050557,"MT"
"857","PR","PARTIDO DA REPÚBLICA",22,110000050550,"MT"
"858","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,110000050624,"MT"
"859","PODE","PODEMOS",19,280000145226,"MT"
"860","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,110000050370,"MT"
"861","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,110000050370,"MT"
"862","DEM","DEMOCRATAS",25,110000050344,"MT"
"863","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,110000050597,"MT"
"864","PV","PARTIDO VERDE",43,110000050652,"MT"
"865","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,110000050601,"MT"
"866","PPL","PARTIDO PÁTRIA LIVRE",54,110000050583,"MT"
"867","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,110000050312,"MT"
"868","PSC","PARTIDO SOCIAL CRISTÃO",20,110000050613,"MT"
"869","PSL","PARTIDO SOCIAL LIBERAL",17,110000050565,"MT"
"870","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,110000050624,"MT"
"871","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,110000050201,"MT"
"872","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,110000050624,"MT"
"873","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,280000067881,"MT"
"874","SOLIDARIEDADE","SOLIDARIEDADE",77,280000089605,"MT"
"875","PC do B","PARTIDO COMUNISTA DO BRASIL",65,110000050550,"MT"
"876","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,110000050312,"MT"
"877","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,280000106613,"MT"
"878","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,110000050597,"MT"
"879","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,110000050557,"MT"
"880","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,110000050344,"MT"
"881","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,280000123679,"MT"
"882","NOVO","PARTIDO NOVO",30,110000050026,"MT"
"883","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,110000050550,"MT"
"884","PATRIOTA","PATRIOTA",51,110000050565,"MT"
"885","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,110000050354,"MT"
"886","PT","PARTIDO DOS TRABALHADORES",13,110000050550,"MT"
"887","REDE","REDE SUSTENTABILIDADE",18,110000050583,"MT"
"888","PSC","PARTIDO SOCIAL CRISTÃO",20,110000050624,"MT"
"889","DC","DEMOCRACIA CRISTÃ",27,110000050564,"MT"
"890","PR","PARTIDO DA REPÚBLICA",22,110000050312,"MT"
"891","AVANTE","AVANTE",70,110000050564,"MT"
"892","PATRIOTA","PATRIOTA",51,110000050564,"MT"
"893","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,110000050498,"MT"
"894","DEM","DEMOCRATAS",25,280000067881,"MT"
"895","DC","DEMOCRACIA CRISTÃ",27,110000050498,"MT"
"896","PATRIOTA","PATRIOTA",51,280000067928,"MT"
"897","PC do B","PARTIDO COMUNISTA DO BRASIL",65,110000050263,"MT"
"898","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,110000050557,"MT"
"899","PODE","PODEMOS",19,110000050370,"MT"
"900","PL","PARTIDO LIBERAL",22,280000067881,"MT"
"901","PP","PROGRESSISTAS",11,110000050312,"MT"
"902","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,110000050344,"MT"
"903","PSL","PARTIDO SOCIAL LIBERAL",17,110000050354,"MT"
"904","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,110000050312,"MT"
"905","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,280000089538,"MT"
"906","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,110000050341,"MT"
"907","SOLIDARIEDADE","SOLIDARIEDADE",77,110000050557,"MT"
"908","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,110000050613,"MT"
"909","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,110000050263,"MT"
"910","NOVO","PARTIDO NOVO",30,280000057125,"MT"
"911","PODE","PODEMOS",19,110000050312,"MT"
"912","PCO","PARTIDO DA CAUSA OPERÁRIA",29,110000050506,"MT"
"913","PT","PARTIDO DOS TRABALHADORES",13,110000050263,"MT"
"914","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,110000050597,"MT"
"915","PR","PARTIDO DA REPÚBLICA",22,110000050263,"MT"
"916","PV","PARTIDO VERDE",43,110000050263,"MT"
"917","PTC","PARTIDO TRABALHISTA CRISTÃO",36,110000050613,"MT"
"918","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,110000050263,"MT"
"919","PC do B","PARTIDO COMUNISTA DO BRASIL",65,280000132011,"MT"
"920","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,110000050564,"MT"
"921","CIDADANIA","CIDADANIA",23,280000089605,"MT"
"922","PMB","PARTIDO DA MULHER BRASILEIRA",35,110000050597,"MT"
"923","PTC","PARTIDO TRABALHISTA CRISTÃO",36,110000050495,"MT"
"924","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,110000050565,"MT"
"925","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,110000050312,"MT"
"926","PT","PARTIDO DOS TRABALHADORES",13,110000050312,"MT"
"927","DC","DEMOCRACIA CRISTÃ",27,280000073230,"MT"
"928","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,280000069612,"MT"
"929","PT","PARTIDO DOS TRABALHADORES",13,280000132011,"MT"
"930","AVANTE","AVANTE",70,280000089538,"MT"
"931","PSC","PARTIDO SOCIAL CRISTÃO",20,280000106613,"MT"
"932","PSL","PARTIDO SOCIAL LIBERAL",17,280000073230,"MT"
"933","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,280000123679,"MT"
"934","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,110000050344,"MT"
"935","PP","PROGRESSISTAS",11,280000123679,"MT"
"936","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,280000089538,"MT"
"937","PTC","PARTIDO TRABALHISTA CRISTÃO",36,140000050259,"PA"
"938","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,140000050545,"PA"
"939","PP","PROGRESSISTAS",11,140000050243,"PA"
"940","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,140000050346,"PA"
"941","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,140000050125,"PA"
"942","PT","PARTIDO DOS TRABALHADORES",13,140000050740,"PA"
"943","PC do B","PARTIDO COMUNISTA DO BRASIL",65,140000050740,"PA"
"944","SOLIDARIEDADE","SOLIDARIEDADE",77,140000050359,"PA"
"945","PC do B","PARTIDO COMUNISTA DO BRASIL",65,140000050738,"PA"
"946","PV","PARTIDO VERDE",43,140000050725,"PA"
"947","PMB","PARTIDO DA MULHER BRASILEIRA",35,140000050100,"PA"
"948","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,140000050700,"PA"
"949","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,140000050378,"PA"
"950","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,140000050100,"PA"
"951","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,140000050674,"PA"
"952","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,140000050378,"PA"
"953","PT","PARTIDO DOS TRABALHADORES",13,140000050466,"PA"
"954","PTC","PARTIDO TRABALHISTA CRISTÃO",36,140000050556,"PA"
"955","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,140000050171,"PA"
"956","PPS","PARTIDO POPULAR SOCIALISTA",23,140000050674,"PA"
"957","AVANTE","AVANTE",70,140000050556,"PA"
"958","PR","PARTIDO DA REPÚBLICA",22,140000050121,"PA"
"959","PSL","PARTIDO SOCIAL LIBERAL",17,140000050346,"PA"
"960","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,140000050367,"PA"
"961","PR","PARTIDO DA REPÚBLICA",22,140000050840,"PA"
"962","PATRIOTA","PATRIOTA",51,140000050259,"PA"
"963","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,140000050243,"PA"
"964","PSC","PARTIDO SOCIAL CRISTÃO",20,140000050123,"PA"
"965","PPL","PARTIDO PÁTRIA LIVRE",54,140000050125,"PA"
"966","REDE","REDE SUSTENTABILIDADE",18,140000050700,"PA"
"967","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,140000050177,"PA"
"968","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,140000050378,"PA"
"969","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,140000050346,"PA"
"970","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,140000050177,"PA"
"971","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,140000050367,"PA"
"972","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,140000050367,"PA"
"973","PTC","PARTIDO TRABALHISTA CRISTÃO",36,140000050270,"PA"
"974","DEM","DEMOCRATAS",25,140000050367,"PA"
"975","PR","PARTIDO DA REPÚBLICA",22,140000050556,"PA"
"976","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,140000050177,"PA"
"977","PP","PROGRESSISTAS",11,140000050177,"PA"
"978","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,140000050171,"PA"
"979","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,140000050536,"PA"
"980","PV","PARTIDO VERDE",43,140000050700,"PA"
"981","PATRIOTA","PATRIOTA",51,140000050270,"PA"
"982","PODE","PODEMOS",19,140000050346,"PA"
"983","PMB","PARTIDO DA MULHER BRASILEIRA",35,140000050177,"PA"
"984","AVANTE","AVANTE",70,140000050346,"PA"
"985","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,140000050700,"PA"
"986","PSTU","PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO",16,140000050118,"PA"
"987","PV","PARTIDO VERDE",43,140000050748,"PA"
"988","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,140000050177,"PA"
"989","REDE","REDE SUSTENTABILIDADE",18,140000050725,"PA"
"990","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,140000050556,"PA"
"991","PSC","PARTIDO SOCIAL CRISTÃO",20,140000050177,"PA"
"992","SOLIDARIEDADE","SOLIDARIEDADE",77,140000050367,"PA"
"993","DEM","DEMOCRATAS",25,140000050449,"PA"
"994","DEM","DEMOCRATAS",25,140000050378,"PA"
"995","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,140000050674,"PA"
"996","PSC","PARTIDO SOCIAL CRISTÃO",20,140000050556,"PA"
"997","PSL","PARTIDO SOCIAL LIBERAL",17,140000050177,"PA"
"998","PPS","PARTIDO POPULAR SOCIALISTA",23,140000050367,"PA"
"999","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,140000050280,"PA"
"1000","DC","DEMOCRACIA CRISTÃ",27,140000050171,"PA"
"1001","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,140000050542,"PA"
"1002","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,140000050449,"PA"
"1003","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,140000050556,"PA"
"1004","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,140000050177,"PA"
"1005","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,140000050270,"PA"
"1006","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,140000050556,"PA"
"1007","PCB","PARTIDO COMUNISTA BRASILEIRO",21,140000050125,"PA"
"1008","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,140000050367,"PA"
"1009","PODE","PODEMOS",19,140000050177,"PA"
"1010","PR","PARTIDO DA REPÚBLICA",22,140000050177,"PA"
"1011","AVANTE","AVANTE",70,140000050270,"PA"
"1012","PP","PROGRESSISTAS",11,140000050617,"PA"
"1013","SOLIDARIEDADE","SOLIDARIEDADE",77,140000050153,"PA"
"1014","DC","DEMOCRACIA CRISTÃ",27,140000050270,"PA"
"1015","PATRIOTA","PATRIOTA",51,150000050472,"PB"
"1016","PTC","PARTIDO TRABALHISTA CRISTÃO",36,150000050071,"PB"
"1017","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,150000050422,"PB"
"1018","DC","DEMOCRACIA CRISTÃ",27,150000050422,"PB"
"1019","PSL","PARTIDO SOCIAL LIBERAL",17,150000050422,"PB"
"1020","PPS","PARTIDO POPULAR SOCIALISTA",23,150000050095,"PB"
"1021","DEM","DEMOCRATAS",25,150000050226,"PB"
"1022","REDE","REDE SUSTENTABILIDADE",18,150000050127,"PB"
"1023","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,150000050670,"PB"
"1024","PODE","PODEMOS",19,150000050226,"PB"
"1025","AVANTE","AVANTE",70,150000050124,"PB"
"1026","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,150000050424,"PB"
"1027","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,150000050465,"PB"
"1028","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,150000050332,"PB"
"1029","PP","PROGRESSISTAS",11,150000050071,"PB"
"1030","PTC","PARTIDO TRABALHISTA CRISTÃO",36,150000050424,"PB"
"1031","PT","PARTIDO DOS TRABALHADORES",13,150000050124,"PB"
"1032","MDB","MOVIMENTO DEMOCRÁTICO BRASILEIRO",15,150000050301,"PB"
"1033","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,150000050465,"PB"
"1034","PC do B","PARTIDO COMUNISTA DO BRASIL",65,150000050226,"PB"
"1035","PC do B","PARTIDO COMUNISTA DO BRASIL",65,150000050465,"PB"
"1036","PSL","PARTIDO SOCIAL LIBERAL",17,150000050421,"PB"
"1037","PSOL","PARTIDO SOCIALISMO E LIBERDADE",50,150000050008,"PB"
"1038","DC","DEMOCRACIA CRISTÃ",27,150000050421,"PB"
"1039","PR","PARTIDO DA REPÚBLICA",22,150000050670,"PB"
"1040","PSC","PARTIDO SOCIAL CRISTÃO",20,150000050424,"PB"
"1041","REDE","REDE SUSTENTABILIDADE",18,150000050095,"PB"
"1042","PHS","PARTIDO HUMANISTA DA SOLIDARIEDADE",31,150000050071,"PB"
"1043","PATRIOTA","PATRIOTA",51,150000050671,"PB"
"1044","PSDB","PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA",45,150000050424,"PB"
"1045","PMN","PARTIDO DA MOBILIZAÇÃO NACIONAL",33,150000050127,"PB"
"1046","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,150000050124,"PB"
"1047","PV","PARTIDO VERDE",43,150000050424,"PB"
"1048","PSB","PARTIDO SOCIALISTA BRASILEIRO",40,150000050465,"PB"
"1049","PDT","PARTIDO DEMOCRÁTICO TRABALHISTA",12,150000050226,"PB"
"1050","PSD","PARTIDO SOCIAL DEMOCRÁTICO",55,150000050332,"PB"
"1051","PP","PROGRESSISTAS",11,150000050424,"PB"
"1052","PV","PARTIDO VERDE",43,150000050332,"PB"
"1053","PRTB","PARTIDO RENOVADOR TRABALHISTA BRASILEIRO",28,150000050421,"PB"
"1054","PRP","PARTIDO REPUBLICANO PROGRESSISTA",44,150000050531,"PB"
"1055","PTB","PARTIDO TRABALHISTA BRASILEIRO",14,150000050226,"PB"
"1056","PRB","PARTIDO REPUBLICANO BRASILEIRO",10,150000050465,"PB"
"1057","PODE","PODEMOS",19,150000050465,"PB"
"1058","PROS","PARTIDO REPUBLICANO DA ORDEM SOCIAL",90,150000050127,"PB"
"1059","PPS","PARTIDO POPULAR SOCIALISTA",23,150000050127,"PB"
"1060","AVANTE","AVANTE",70,150000050127,"PB"
"1061","DEM","DEMOCRATAS",25,150000050095,"PB"
"1062","SOLIDARIEDADE","SOLIDARIEDADE",77,150000050422,"PB"
